cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,1994,122.7,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,1995,120.3,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,1996,125.3,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,1997,119.1,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,1998,118,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,1999,121.2,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2000,117.4,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2001,116.7,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2002,119.9,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2003,119.4,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2004,115.2,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2005,117.2,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2006,120,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2007,122.9,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2008,119.6,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2009,125.9,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2010,118,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2011,121.1,Porcentaje
31,Yucatán,0,Estatal,6200240468,Índice de sobremortalidad masculina,2012,124.2,Porcentaje
